Single-Stroke Briefs
'tweeze': TWAOEZ
'twelfth': TWEFLT
'twelve': TWEFL
'twerp': TWERP
'twice': TWAOEUS
'twig': TWEUG
'twilight': TWAOEULGT
'twill': TWEUL
'twin': TWEUPB
'twine': TWAOEUPB
'twinge': TWEUPBG
'twirl': TWEURL
'twist': TWEUFT
'twit': TWEUT
'twitch': TWEUFP
'two-dimensional': 2*D
'tying': TAOEUG
'tyke': TAOEUBG
'type': TAOEUP
'typed': TAOEUPD
'typewrite': TWREU
'typewriter': TWREUR
'typewriting': TWREUG
'typewritten': TWREUPB
'typing': TAOEUPG
'tyrant': TAOEURPBT
'ugh': UG
'ugly': ULG
'uh': HU
'ulcer': SHRER
'ultimate': UPLT
'ultraviolet': SROEURLT
'um': UPL
'unable': TPHA*EUBL
'unanimous': TPHAPLS
'uncomfortable': TPH-BL
'unction': UPBGS
'unfortunate': TPHORPBT
'uniform': KWRAOUFRPL
'union': TPHAOUPB
'unique': AOUPBG
'unit': AOUPBT
'unite': OEUPBT
'unity': AO*UPBT
'universal': AOUFRL
'universalize': AOUFRLZ
'universe': AOUFRS
'university': AOUFRT
'unless': TPH-LS
'unwilling': TPH-LG
'upgrade': UPGD
'upholster': PROEFLT
'upload': UPLD
'upon': POPB
'upper': AOURP
'urban': *URPB
'urge': URPBLG
'urged': URPBLGD
'urgent': URGT
'uric': AOURBG
'urinal': KWRAOURPBL
'urine': AOURPB
'urn': URPB
'usability': AOUBLT
'usage': AO*UPBLG
'use': AOUS
'useful': AOUFL
'user': AOURS
'usual': AOURB
'utility': AOULT
'vacant': SRAEUBGT
'vacation': SRAEUBGS
'vaginal': SRA*L
'vague': SRAEUG
'vain': SRA*EUPB
'val': SRAL
'vale': SRAEL
'valid': SRALD
'valleys': SRAELS
'valuable': SRABL
'valuation': SRALGS
'value': SRAOUL
'valued': SRAOULD
'valve': SRAFL
'valved': SRAFLD
'vamp': SRAFRP
'van': SRAPB
'vane': SRAEPB
'vanity': SRAPBT
'vapid': SRAPD
'vapor': SRAEURP
'var': SRAR
'variability': SRAEURBLT
'variable': SRAEURB
'variance': SRAEURPBS
'variant': SRAEURPBT
'variation': SRAEURGS
'varied': SRAERD
'varies': SRAERS
'variety': SRAEURT
'various': SRAEURS
'vary': SRAER
'vase': SRAS
'vast': SRAFT
'vat': SRAT
'vault': SRAULT
'vaunt': SRAUPBT
'veal': SRAOEL
'vector': SROERBGT
'veep': SRAOEP
'veer': SRAOER
'veg': SREPBLG
'vegetable': SREBL
'vehement': SRAOEPLT
'vehicle': SRAOEBG
'veil': SRAEUL
'vein': SRAEUPB
'velocity': SHROFT
'vend': SREPBD
'vendor': SRERPBD
'veneer': SRAOERPB
'venireman': TPHAOEURPL
'veniremen': TPHAO*EURPL
'venous': SRA*EUPBS
'vent': SREPBT
'ventral': SRERPBLT
'ventricle': SRERLG
'ventricular': SHRA*R
'venue': SRAOUPB
'verb': SRERB
'verbal': SRERBL
'verdict': SRERD
'verge': SRERPBLG
'vernal': SRERPBL
'verse': SRERS
'version': SRERGS
'versus': SR*S
'vertical': SRERL
'verve': SREFRB
'vessel': SREFL
'vest': SREFT
'vet': SRET
'veteran': SR*ERPB
'vex': SREBGS
'vi': SRAO*EU
'viability': SRAOEUBLT
'vial': SRAO*EUL
'vibe': SRAOEUB
'vice': SRAOEUS
'vicinity': SREUPBT
'vicious': SREURBS
'victim': SREUPL
'video': SRO*EUD
'videocassette': SRAOBG
'videotape': SRAOP
'vie': SRAOEU
'viewed': SRAOUD
'viewer': SRAOUR
'viewpoint': SRAOUPT
'vile': SRAOEUL
'village': SREULG
'vine': SRAOEUPB
'vinyl': SRAOEUPBL
'violate': SRAOEULT
'violation': SRAOEULGS
'violence': SROEUPBLS
'violent': SRAOEUPBLT
'violet': SROEULT
'violin': SRO*EUPBL
'viral': SRAOEURL
'virgin': SREURPB
'virile': SREURL
'virtue': SRAOURT
'virus': SRAOEURS
'vital': SRAO*EULT
'vitamin': SRAO*EUPB
'vivid': SREUFD
'vocal': SROELG
'vogue': SROEG
'voice': SROEUS
'voiced': SROEUFD
'void': SROEUD
'vol': SRO*L
'vole': SROEL
'volleyball': SROBL
'volt': SROLT
'volume': SROL
'vomit': SROPLT
'vote': SROET
'voted': SROETD
'voter': SROERT
'voting': SROEGT
'vouch': SROUFP
'vow': SROU
'vowel': SROUL
'vowing': SROUG
'voyage': SROEUPBLG
'vulnerability': SRUPBLT
'vulnerable': SRUPBL
'vulture': SRAOUFP
'vying': SRAOEUG
'wad': WAD
'wade': WAEUD
'wafer': WAEFR
'waffle': WAFL
'waft': WAFT
'wag': WAG
'wage': WAEUPBLG
'waif': WA*EUF
'wail': WAEUL
'waist': WAEUFT
'wait': WAEUT
'waiter': WAEURT
'waive': WAEUF
'waived': WA*EUFD
'waiver': WAEUFR
'waking': WAEUG
'wall': WAUL
'wallet': WALT
'waltz': WAULGT
'wand': WAPBD
'wander': WAERPBD
'wane': WAEPB
'waned': WAEUPBD
'waning': WAEUPBG
'wank': WA*PBG
'wanna': WAPB
'want': WAPBT
'warble': WARBL
'ward': WARD
'wardens': WARPBDZ
'ware': WAEUR
'warehouse': WROUS
'warm': WARPL
'warmth': WARPLT
'warn': WARPB
'warp': WARP
'warping': WARPG
'warrant': WARPBT
'warranty': WAERPBT
'wart': WART
'was': WAS
'wash': WARB
'wasn't': WAEPBT
'wasp': WA*FP
'waste': WAEFT
'wasted': WAEFD
'wasting': WAEFGT
'watch': WAFP
'water': WAUR
'watering': WAURPBG
'watt': WAT
'waved': WAFD
'waver': WAFR
'waving': WAFG
'wax': WABGS
'we'd': WAOED
'we'll': WAOEL
'we're': WAOER
'we've': WAOEF
'weak': WAEBG
'weakened': WA*EPBD
'weaker': WAERBG
'weal': WA*EL
'wealth': W*ELT
'wean': WAOEPB
'weaned': WAOEPBD
'weapon': WEP
'wear': WAER
'weather': WHR*
'weave': WEF
'weaver': WAOEFR
'weaving': WAOEFG
'web': WEB
'webbed': WEBD
'webbing': WEBG
'wed': WED
'wedding': WEGD
'wedge': WEPBLG
'wedged': WEPBLGD
'wee': WAO*E
'week': WAOEBG
'weekend': WAOEBGD
'weekly': WAOELG
'weeknight': WAOEUPBT
'weep': WAOEP
'weevil': WAOEFL
'weigh': WAE
'weight': WAET
'weird': WAOERD
'welcome': WELG
'welcomed': W-BGD
'weld': WELD
'welfare': WEFL
'well': WEL
'welt': WELT
'wen': WEPB
'wench': WEFRPB
'went': WEPBT
'wept': WEPT
'were': WR
'weren't': WR-PBT
'wet': WET
'wetter': WERT
'wetting': WEGT
'whack': WHABG
'whale': WHAEUL
'wham': WHAPL
'wharf': WA*FR
'wharves': WHAFRBS
'what': WHA
'what'd': WHATD
'what's': WHATS
'whatever': WHAF
'wheal': WHAEL
'wheat': WHAOET
'whee': WHAOE
'wheel': WHAOEL
'wheelchair': WHAOEFP
'wheeze': WHAOEZ
'whelm': WH*EPL
'when': WHEPB
'whence': WHEPBS
'whenever': WHEFR
'where': W-R
'where'd': W-RD
'where's': W-RS
'whereabout': WR-BT
'whereas': WRAS
'whereat': WRAT
'whereby': WR-B
'wherefores': WR-FRS
'wherein': WR-PB
'whereof': WROF
'whereon': WROPB
'whereupon': WRUP
'wherever': W-FR
'whet': WHET
'whether': WHR
'whew': WHAOU
'whey': WHA*EU
'which': WEU
'whichever': KH-FR
'whiff': WHEUF
'whiffle': WH*EUFL
'while': WHAOEUL
'whilst': WHAOEULS
'whim': WHEUPL
'whine': WHAOEUPB
'whip': WHEUP
'whipped': WHEUPD
'whipping': WHEUPG
'whir': WHEUR
'whirl': WHEURL
'whit': WHEUT
'white': WHAOEUT
'white-collar': WHAOEUBG
'whitening': WHAOEUPBGT
'whiter': WHAOEURT
'whiz': WEUZ
'who'd': WHO*D
'who'll': WHOL
'who's': WHOES
'who've': WHOF
'whoa': WHOE
'whoever': WHOFR
'whole': WHOEL
'whom': WHOPL
'whoo': WHAO
'whoop': WHAOP
'whop': WHOP
'whore': WHOR
'whorl': WHORL
'wick': WEUBG
'wicket': WEUBGT
'widely': WAELD
'wider': WAO*EURD
'widget': WEUGT
'widow': WO*EUD
'width': WEUTD
'wield': WAOELD
'wife': WAOEUF
'wig': WEUG
'wile': WAOEUL
'willful': HR-FL
'wilt': WEULT
'wimp': WEUFRP
'win': WEUPB
'wince': WEUPBS
'winch': WEUFRPB
'wind': WEUPBD
'window': WOEUPBD
'wine': WAOEUPB
'wing': WEUPBG
'wink': W*EUPBG
'winner': WEURPB
'winning': W-G
'winter': WEURPBT
'wiped': WAOEUPD
'wiping': WAOEUPG
'wire': WAOEUR
'wired': WAOEURD
'wireless': WAOEURLS
'wiring': WAOEURG
'wise': WAOEUS
'wisely': WAOEULS
'wish': WEURB
'wisp': W*EUFP
'wit': WEUT
'witch': WEUFP
'with': W
'withdraw': WRAU
'withdrawal': WRAUL
'withdrawn': WRAUPB
'withdrew': WRAOU
'withheld': WHELD
'withhold': WOLD
'within': W-PB
'without': WOUT
'witness': W-PBS
'wobble': WOBL
'wobbled': WOBLD
'wobbling': WOBLG
'woe': WOE
'woeful': WO*EFL
'wok': WOBG
'woke': WOEBG
'woken': WO*EPB
'wold': WOELD
'wolf': WOFL
'wolves': WOFLS
'woman': WOPL
'womb': WAOUPL
'women': WEUPL
'won': WOPB
'won't': WOEPBT
'wonder': WOPBD
'wonderful': WUFL
'wonk': WO*PBG
'wont': WO*PBT
'woo': WAO
'woof': WAOF
'woofer': WAOFR
'wool': WAOL
'wop': WOP
'word': WORD
'wore': WOR
'work': WORBG
'worker': WRORBG
'workout': WORBGT
'world': WORLD
'worm': WORPL
'worn': WORPB
'worried': WOERD
'worries': WO*ERS
'worry': WOER
'worse': WORS
'worst': WOFRT
'wort': WORT
'worth': WO*RT
'would've': WO*UF
'would-be': WO*UB
'wouldn't': WOPBT
'wove': WOEF
'woven': WOEFPB
'wow': WO*U
'wrack': WRABG
'wraith': WRA*EUT
'wrapped': WRAPD
'wrapper': WRARP
'wrapping': WRAPG
'wrath': WRA*T
'wreak': WRAOEBG
'wreath': WRAO*ET
'wreck': WREBG
'wren': WREPB
'wrench': WREFPB
'wrest': WREFT
'wrestle': WREFL
'wrestled': WREFLD
'wretch': WREFP
'wring': WREUPBG
'wrist': WREUFT
'writ': WREUT
'write': WREU
'writer': WRAOEUR
'writhe': WR*EUT
'written': WREUPB
'wrong': WROPBG
'wrought': WROT
'wrung': WRUPBG
'wry': WRAOEU
'wurst': WUFRT
'x-rated': KPRAEUT
'x-ray': KPRAEU
'xi': KPEU
'y'all': KWRAUL
'yacht': KWROT
'yak': KWRABG
'yam': KWRAPL
'yank': KWRA*PBG
'yap': KWRAP
'yarn': KWRARPB
'yaw': KWRAU
'yawn': KWRAUPB
'yea': KWRA*EU
'year': KWRAOER
'year-olds': KWRAOERLDZ
'yearly': KWRAOERL
'yearn': KWRERPB
'yelling': KWRELG
'yen': KWREPB
'yep': KWREP
